PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
-3.671194285166939,-1.9629161720212744,1.1404923495517716,0.7117741735762984,0.14619212983432564,-0.4900622484947244,-0.791374555689073,-0.2273937932318957,-0.5862678251097578,1.0006688068436105,-0.21235914427322977,0.1813929261873381,0.2846725276588602,-1.359437456083993,-0.7647249087655792,0.235603732527045,0.2863236319406752,0.14848187553640677,-0.42241377982507977,0.39199040552168446
0.1736246118763076,-2.0524125480135176,-2.5844019674598684,0.6782085430383672,-1.713078655929707,0.5459533682160892,-2.158646031881761,-0.8094087565433572,-0.80345397193354,0.1535337203530629,-0.39057657568531684,0.30165209514095576,-0.3596696054186857,0.1609747017796272,-0.8527075128905794,0.1059342630591935,0.3365114419375011,1.3517312417932015,0.3718747295208227,0.20028355644166698
1.340813702839581,1.1699850978624438,-2.2587515988934666,1.7989011106644113,-0.28030637750797116,1.0624648955701521,-1.6908850747844353,0.43527895385334175,-0.29019800297414117,-1.5854125438726572,-0.5638661320219309,0.39758360928624503,-0.28300279945434637,0.850192709347923,-0.6443291192797443,-0.6333405081662199,0.5518072685420354,0.43882791613215466,0.16572930572877767,-0.29224016610750775
3.7741079866113916,-0.0528704137104155,0.7568413745141664,2.6248713664023415,0.8918198132812543,-0.6138519931639259,0.4800535575452196,1.340068667445073,-0.006963648915773013,0.05926759599264792,0.08906601001475423,0.020665466568701937,0.2978971532052798,-0.5398094466572209,0.4457600582333129,0.8910793157345275,0.4166372311864589,0.08391802824403907,0.5680793756282168,1.4276789295837002
1.5795788716911816,-0.8714616178019925,0.4914449402207497,-0.9230205415838287,0.3828748341924485,0.3326317140648423,-0.25533831732714884,-0.5614084093288608,-1.3612982246077694,-0.5166069782683306,0.3923107447097876,-0.03295586809536378,-0.10889440126689706,0.1302800407785839,2.75264481701702,0.7750771639775196,-2.015540802123235,1.1636727417062076,1.045485980598456,0.7463306337230791
1.642115069516568,0.08277859794972976,0.8417312153338861,-0.8198314182080324,-0.5676489461122701,-0.7518365257860897,-0.5544367050061729,-0.7735260548635755,-0.08775389742777491,0.08548841530176451,-0.255121554059754,-0.029509233848486957,0.16702341356655026,0.05952637450811274,0.2809779918571427,-0.9379789782878376,1.1576092481180964,-0.7143352033382114,-1.5220020409112816,-0.10676681160996965
-1.0032173384027625,1.284458721352383,1.534539880123541,-1.480966722274374,-0.5787331457215289,-0.7531171605360807,-0.5851307862240769,0.48577714749437517,-0.525740203313852,-0.5724201579160633,-0.572386174313704,0.2749522244406829,0.2902704895002276,-1.2043412431081042,-0.9259016770182116,-0.049996427176925005,0.27661255090804693,-0.5707339922542412,-0.12641603512073127,1.085901742094971
-2.261172716954076,1.3161918696814947,1.362307045276061,0.45472269378545493,-0.6494772960775946,-0.0718359138909079,-0.19164811913168345,0.7486702616295725,-0.4811951093800239,-0.6310520054282465,-0.36226253737646896,0.3771117657670398,0.15227593816703466,-0.7836802449892664,-0.11276277359672376,0.28934425139325287,-0.7679470506106041,1.2896005729912925,0.16111593970887989,-0.44293835538929627
-0.6095397174662925,-0.9553884683263308,-1.933278327857044,0.8676621288429438,-1.6623276900545951,-0.8435523534129281,-1.0189146088378085,0.5950935841040811,0.9518517902727704,-1.5388556925702377,3.8944981197947004,4.369430640220305,0.2687403712246193,1.6762515253364472,-0.42352418061099534,-1.3234939748855736,0.6689546790175546,1.6142775894698043,1.4734787247600059,-0.92801758534892
1.7793670540658837,0.43427995148371273,0.10071760733176778,-1.3694461041458692,-1.6961329374225653,-0.38095354182869984,-0.6232298356368163,-0.1598424012133111,-0.3511308209775592,-0.3321942975818164,-0.18028238963132132,-0.12028314099268901,-0.022814809729432745,-0.6596699187026924,0.6369887556431186,0.04401340844864854,-0.09379028544323945,0.059621007589558704,0.07288126814860031,-0.9144928061567896
-0.9640449782022067,1.0829238935698617,-1.2105287629639214,0.5332689346978176,-1.390486530816323,0.9461711828091752,-1.7922010154499783,-0.12202521026451318,-0.34496692587973876,-1.461373072426347,-0.6736170155020799,0.3758069151914978,-0.34012931438896693,1.2055881960215393,-0.37357191693954706,-0.6745467747524078,-0.25814584580988287,0.2777931494908641,1.2761908732974212,0.970416918473774
-3.811318718640318,-1.8385804953439382,1.0713200999129717,0.5528425988077544,0.10716272481857206,-0.04945287663706058,-0.5349948183440433,-0.3322325357021627,-0.6496404443746135,1.2172567079982306,-0.08441330908931112,0.2624753831409828,0.23025160685715487,-1.1309551976940495,-0.882245294360493,0.8159681997962936,0.37317285038244435,-0.0664918070442733,-0.45171468128694503,0.3741815620948889
-2.234481574941297,-1.8634193486723283,0.3712292567608873,0.26219301156682223,0.24150392742858934,-0.0029073340340024113,2.0727247311988206,-0.6423782998546214,1.3203805643401791,-1.3579824179355098,-1.6548177050906905,0.4429387747948239,0.16565871284987282,1.0358831144544152,-1.0747551491012217,-1.3877950065494515,-2.3734700869176186,-0.485513636405607,0.28510073203043007,-1.6350326856110358
1.6158917166471742,1.107798151266273,0.7962203077607921,2.7984261716942576,0.4258128452581902,-1.8021471638857451,0.21017950683954276,-0.0924730895540341,-0.15787837311568026,1.0308481469528152,0.12293734262661646,0.1618195620190588,0.3812842073454362,0.5912846995046173,-0.15887225778255334,-0.4277693454872134,1.0714428883466014,-1.6187496996320467,-0.14631082613255542,-0.3343648985167084
0.015275716961845045,-0.37533920360082074,-2.7916439205514383,0.7850591042301637,1.0283279274585369,-1.0434223506812934,0.8327926249471087,0.7036093878110307,3.283031085264566,-0.004313703173049626,-1.8240623595138545,-0.19120731808534014,1.2055195140947592,0.4396332558958281,0.8162813821563256,-0.19126117115999244,-0.558469175168784,-0.5321770258194531,-1.5163720265084535,-0.9014726029032984
